"coffee"|"company"|"rating"|"city"|"state"|"origin"|"origin_country"|"region"|"roast"|"description"
"El Salvador Los Planes Single Origin Espresso"|"Stone Cup Roasting"|"90"|"Chattanooga"|"Tennessee"|"Citala region, El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Medium"|"Both Ken (91) and co-taster Heather Perry remarked on a delicate, slightly pungent quality in both aroma and small cup that that Heather associated with herb and orange peel and Ken with cedar and orange. Medium-bodied, with a flavor-saturated finish. In milk both Heather and Ken found balance, with continued orange-toned and, for Ken, chocolaty nuance."
"Ethiopia Harar Moplaco Cooperative Boldgrain"|"Victrola Coffee Roasters"|"90"|"Seattle"|"Washington"|"Harrar (or Harar) growing region, eastern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Dark"|"Flowers and tropical fruit in the sweet-toned aroma. For co-taster Heather Perry (88), “Floral notes turned to orange, berry, spice and cocoa, complex yet balanced and sweet” in the small cup. Ken (91) agreed. However, Heather found the shot in milk “very rough” whereas Ken liked it: “sweet, balanced, with a banana-toned chocolate.”"
"Organic Brazil Serra Do Bone"|"La Mill Coffee"|"91"|"Alhambra"|"California"|"Matas de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Fine straight-shot espresso. Rich in the aroma with a delicately pungent note Ken (91) called cedar and co-taster Heather Perry (90) spice. In the small cup dense and syrupy in mouthfeel with dark chocolate and continued spice and orangey cedar notes. Long, resonantly flavor-saturated finish. Loses some power and complexity, though it remains pleasantly drinkable and the orangey/spicy chocolate persists."
"Sable Espresso Zimbabwe"|"Leopard Forest Coffee"|"91"|"Travelers Rest"|"South Carolina"|"Eastern Highlands, Zimbabwe"|"Zimbabwe"|"Africa"|"Medium"|"Complex, authoritative espresso. Ken (92) found dark chocolate and fresh leather notes in the aroma, co-taster Heather Perry (89) nut. Both remarked on an attractive bittersweet citrus character in the cup, which Heather nicely characterized as “blood orange.” Ken was particularly taken by the citrusy chocolate finish. But perhaps this coffee’s most remarkable performance was in milk, where the crisp fruit bloomed with round, chocolate- and berry-toned assurance."
"Panama Boquete Casa Ruiz"|"JBC Coffee Roasters"|"90"|"Madison"|"Wisconsin"|"Boquete growing region, western Panama"|"Panama"|"CentralAmerica_Mexico"|"Medium-Light"|"Crisply floral-toned aroma, caramel and pear-toned fruit notes, with a hint of cedary warmth. In the cup medium body with a lightly and pleasantly syrupy mouthfeel. A bright, pronounced acidity simplifies the aromatics when the cup is hot, but as it cools a delicate, tight-knit complexity emerges: hints of white wine, caramelly milk chocolate, continued pear-toned fruit. Clean, sweetly dry finish."
"Kenya Peaberry Ruera Estate"|"Atomic Cafe Coffee Roasters"|"96"|"Beverly"|"Massachusetts"|"South-central Kenya"|"Kenya"|"Africa"|"Medium-Dark"|"Symphonically rich coffee of extraordinary elegance. Crisp dry berry notes of the kind often characterized as black currant, orange, nut, dusk flowers run through the profile from aroma to cup. Powerful acidity enveloped in sweetness, lightly syrupy mouthfeel. The black currant notes in particular carry into a long, pure, sweet-toned finish."
"Brazil Fazenda Cambara"|"Klatch Coffee"|"88"|"San Dimas"|"California"|"Carmo de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Sweet-toned aroma with fruit notes that Ken (88) read as banana and co-cupper Ted Stachura (88) as blackberry. In the cup fresh, delicate, with nut and continued fruit notes complicated by floral hints that Ken found just a touch grassy, a fault that for him carried into the otherwise clean, floral-toned finish."
"Brasil Cerrado Fazenda Sao Pedro Lot 307 Natural"|"Victrola Coffee Roasters"|"88"|"Seattle"|"Washington"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"In the aroma cocoaish chocolate with floral top notes. In the cup Ken (89) and co-cupper Ted Stachura (87) both found continued baker’s chocolate notes with a lean toward nut. Complications for Ken were hints of flowers and white wine, for Ted faint suggestions of citrus and pipe tobacco. Round and chocolaty in the short finish, fading toward a mild astringency (Ted: “dry wood”) in the long."
"Brazil Cerrado"|"Greyfriar's Coffee and Tea"|"88"|"Chattanooga"|"Tennessee"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium-Dark"|"Roasty notes in both aroma and cup: pungent cedar, dark chocolate, caramel. For co-cupper Ted Stachura (88) further hints of nut and pipe tobacco; for Ken (88) dusk flowers. Full body, lightly syrupy mouthfeel, a slight hint of astringency in the otherwise rich, sweet, cocoa-toned finish."
"Brazil Daterra Bourbon"|"Pacific Bay Coffee Company"|"88"|"Berkeley"|"California"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"A very sweet-toned coffee with a balancing crisp pungency. Roasted nut notes turned up in aroma and cup for both Ken (89) and co-cupper Ted Stachura (86) with low-acid fruit notes that Ken read as raisin and Ted as cherry. Ken found cocoa and dusk-floral notes in both cup and finish, which perhaps accounts for his higher rating."
"Brasil Fazenda Aurea"|"Great Plains Coffee Roasting"|"89"|"Sioux Falls"|"South Dakota"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium-Light"|"Ken (89) and co-cupper Ted Stachura (88) both found cocoa, black-cherryish fruit and nut notes running from aroma through finish. Soft acidity, medium body, silky mouthfeel. Rich finish with fruit notes persisting through a very slight hint of astringency."
"Brazil Cerrado"|"Atomic Cafe Coffee Roasters"|"89"|"Beverly"|"Massachusetts"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Caramelly, wine-like aroma with ripe, perhaps overripe, fruit notes. Dense, heavy presence in the cup. Both Ken (89) and co-cupper Ted Stachura (89) found bittersweet chocolate notes. Ted also noted nut, pipe tobacco, hints of leather. Long, nut-toned finish."
"Brazil Daterra Reserve Cerrado"|"Ecco Caffe"|"90"|"Santa Rosa"|"California"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Co-cupper Ted Stachura (91) and Ken (88) both admired the honeyish, crisply fruit- and floral-influenced aroma. Ken, however, found the cup very slightly sharp with a mild but distracting astringency. Ted, however, had no complaints: “bright, tangy acidity with floral tones. Flavor: floral, sweet, [with] notes of tangerine and fruity white wine. Mild, nutty finish.”"
"Brazil Fazenda Cachoeira de Gramma Mogiana"|"Ecco Caffe"|"90"|"Santa Rosa"|"California"|"Mogiana growing region, Sao Paulo State, south-central Brazil"|"Brazil"|"South_America"|"Medium"|"Ken (91) was more attracted to this coffee’s sweet, deeply low-toned, big-bodied character than was co-cupper Ted Stachura (89), who found the dominant nut and bittersweet chocolate character marked by a hint of woodiness. But both cuppers describe a deep, dark-chocolaty, nutty coffee with a balancing hint of citrus and a rich if slightly heavy finish."
"Fazenda Sao Joao Brasil"|"Ritual Coffee Roasters"|"92"|"San Francisco"|"California"|"Coromandel growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Little difference in rating or description between Ken (92) and co-cupper Ted Stachura (91) in regard to this exceptional Brazil natural. Ted’s assessment: “Big, floral aroma – lavender, fruit and sweet-leaning white wine. Floral and fruit qualities carry into the bright, yet fine, acidity. Complex flavors with more floral upfront, subtle, tart citrus tones and lots of sweetness. Clean finish with lingering floral hints.”"
"Fazenda do Serrado Brasil"|"Ritual Coffee Roasters"|"91"|"San Francisco"|"California"|"Carmo de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Ken (91) was struck by the pungently sweet berry or black currant notes, which carry straight through from aroma through cup to finish. Co-cupper Ted Stachura (also 91) was a bit more general in his characterization, finding “sweet, winy tones and fruit” in the aroma and “bright acidity with floral qualities and sweet tangerine, cherry blossom and chocolate” in the cup. For both Ken and Ted the finish was slightly heavy but nevertheless pleasantly rich and flavor-saturated."
"Brasil Cerrado Fazenda Esperanca Lot 302 Pulped Natural"|"Victrola Coffee Roasters"|"92"|"Seattle"|"Washington"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"In the aroma roasted nut and honey for co-cupper Ted Stachura (91), plum, cedar and nut for Ken (92). In the cup softly acidy, gently bittersweet, quietly complex: cocoa, roasted nut, (walnut for Ted), hints of flowers, citrus and plumy fruit. The cocoa turns chocolaty in a surprisingly rich finish."
"Brazil Fazenda Boa Vista"|"Klatch Coffee"|"94"|"San Dimas"|"California"|"Carmo de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Balanced, complex, complete. The quiet but assertive acidity was praised as “balanced” by co-cupper Ted Stachura (93) and “sweet, rich, integrated” by Ken (94). The mouthfeel was “juicy” (Ted), the aroma and cup showed a crisply sweet complex of dry berry, cocoa, flowers, citrus, nut. Long, deep, chocolate-toned finish."
"Kenya AA Estate Gituto"|"Primavera Coffee Roasters"|"93"|"Birmiingham"|"Alabama"|"South-central Kenya"|"Kenya"|"Africa"|"Medium-Dark"|"Exquisitely lyric aroma: flowers, tart cherry, honey, a suggestion of milk chocolate. In the cup sweet acidity and continued meadowy flower and flowering grass notes, honey, tart cherry, all of which carry into a delicate but ringing finish."
"Ethiopia Yirgacheffe"|"Stone Cup Roasting"|"93"|"Chattanooga"|"Tennessee"|"Yirgacheffe growing region, Sidamo Province, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium"|"Exhilarating, fresh-toned aroma: jasmine, sweet herbs. In the cup crisply sweet-toned acidity, medium body, continued flowers, sweet herb and a tingly, cocoa-toned chocolate. Deep, flower-saturated finish."
"Ethiopia Yirgacheffe Fair-Trade Organic"|"Doma Coffee Roasting Company"|"91"|"Coeur D'Alene"|"Idaho"|"Yirgacheffe growing region, Sidamo Province, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium"|"A quiet but distinctive Ethiopia wet-processed profile. Distinct orange blossom and honeyed orange notes in the aroma, with hints of nut and caramel. In the cup delicate, balanced acidity, silky mouthfeel, continued honeyed orange and orange blossom with a balancing, slightly pungent nut note, walnut perhaps. Sweet, flavor saturated finish. The cup stiffens and simplifies slightly as it cools."
"Costa Rica El Conquistador"|"Atomic Cafe Coffee Roasters"|"90"|"Beverly"|"Massachusetts"|"Tarrazu growing region, central Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium-Light"|"Blind Assessment:"
"Rwanda Blue Bourbon Black Apron Exclusive"|"Starbucks Coffee"|"87"|"Seattle"|"Washington"|"Rwanda"|"Rwanda"|"Africa"|"Dark"|"A paradoxical coffee, thin and subdued, but with considerable suggestions of richness and complexity. In the aroma muted suggestions of night flowers, butter, black cherries. In the cup lean but silky mouthfeel and delicate hints of spicy nut, cocoa, more flowers and cherry, perhaps of a rather dullish aromatic wood. The flavor persists nicely into an otherwise short, fast-fading finish."
"Brazil Opus 1 Exotic"|"Caffe Pronto Coffee Roastery"|"89"|"Annapolis"|"Maryland"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Crisp, cocoaish dark chocolate with nut and floral hints in the aroma. Soft, muted acidity in the cup, medium body, with a very sweet, molasses-toned character balanced by the walnut-like crispness of the pervasive cocoa notes. Continued hints of flowers. Short but nicely flavor saturated finish."
"Yemen Mocca Sanani"|"Victrola Coffee Roasters"|"89"|"Seattle"|"Washington"|"North-central Yemen, wet of the capital city of Sana'a"|"Yemen"|"Asia_Indonesia"|"Medium"|"Janus-like coffee: sweet, rich, and lushly fruity with an herby bitter note that, depending on taste, either complicates or shadows the main event of the fruit. In the aroma the lushly fermented fruit reads as rich, cherryish chocolate with a hint of flowers and pungent cedar. In the cup gently acidy, medium bodied, crisply sweet with continued cherry- and chocolate-toned fruit and the bitterish rosemary note. Sweetness and chocolate prevail in the surprisingly clean finish."
"Colombia Micro-Lot Wilmer Delgado"|"Klatch Coffee"|"91"|"San Dimas"|"California"|"Cauca Department, southern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Explosive aromatics: In the break deep, rich, buttery and honey-like with suggestions of flowers, coffee fruit, fresh-tanned leather. In the cup the butter notes turn rather pungent, toward butterscotch with continued flowers and a fruit that softens toward milk chocolate. Medium bodied, slightly underpowered and short in the finish but intense and intriguing aromatics throughout."
"Bolivia Cup of Excellence 2007"|"Terroir Coffee"|"92"|"Acton"|"Massachusetts"|"Caranavi growing region, Bolivia"|"Bolivia"|"South_America"|"Medium-Light"|"Intense, crisp yet sweet-toned aroma with honey, cedar and rose notes. In the cup soft acidity, medium body, and a lyric, delicate complexity: honey, sweet cherry, molasses, cedar, hints of milk chocolate and flowering grass. Clean, elegant, though rather short finish."
"El Dorado"|"R Miguel"|"92"|"Ramsey"|"Minnesota"|"Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Nut, honeyed flowers and tart cherry dominate the aroma. In the cup the acidity is intense but rounded, the mouthfeel syrupy, the structure sweet, the aromatics deep: the flowers turn softly pungent and spicy, the fruit richer and more complex. In the finish the honeyed sweetness envelops a slight astringency."
"Guatemala Finca Hermosa Microlot Vista Hermosa"|"Barefoot Coffee Roasters"|"92"|"Santa Clara"|"California"|"Huehuetenango growing region, Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Medium"|"High-toned, simple, classic aroma: orange, sweet tomato, hints of cedar and milk chocolate. In the cup a rich, roundly sweet-toned acidity dominates, with continued orange and milk chocolate notes that grow more distinct as the cup cools and the acidity softens. Lightly syrupy mouthfeel. Long, tartly sweet finish."
"Ethiopia Yirgacheffe Aricha Selection #7"|"PT's Coffee Roasting Co."|"94"|"Topeka"|"Kansas"|"Yirgacheffe growing region, Sidamo Province, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium"|"Intense aroma: ripe, fallen fruit, flowers, flowering grass, honey, pungent cedar. In the cup fruit-deepened acidity, syrupy mouthfeel, roundly sweet with a mild, balancing bitterness and tremendous aromatic complexity: honey, night flowers, and above all a brandyish, fruity chocolate that carries deep into the finish."
